customer_id,long,lat,demand,tw_start,tw_end,carrier_id,value,service_duration,reservation
0,31,52,1,50,60,0,0,10,False
1,22,22,1,18,28,0,0,10,False
2,63,65,1,143,153,0,0,10,False
3,37,31,1,95,105,0,0,10,False
4,61,52,1,96,106,0,0,10,False
5,65,55,1,117,127,0,0,10,False
6,47,16,1,35,45,0,0,10,False
7,20,20,1,134,144,0,0,10,False
8,57,68,1,77,87,0,0,10,False
9,63,23,1,136,146,0,0,10,False
10,25,24,1,39,49,0,0,10,False
11,31,67,1,95,105,0,0,10,False
12,35,40,1,37,47,0,0,10,False
13,12,24,1,76,86,0,0,10,False
14,49,42,1,73,83,0,0,10,False
15,11,31,1,101,111,0,0,10,False
16,2,60,1,41,51,0,0,10,False
17,41,49,1,161,171,0,0,10,False
18,55,45,1,116,126,0,0,10,False
19,22,27,1,135,145,0,0,10,False
20,24,58,1,58,68,1,0,10,False
21,57,48,1,92,102,1,0,10,False
22,16,22,1,91,101,1,0,10,False
23,37,47,1,50,60,1,0,10,False
24,26,35,1,176,186,1,0,10,False
25,46,13,1,149,159,1,0,10,False
26,20,26,1,83,93,1,0,10,False
27,6,38,1,32,42,1,0,10,False
28,19,21,1,58,68,1,0,10,False
29,15,30,1,34,44,1,0,10,False
30,5,30,1,157,167,1,0,10,False
31,55,60,1,97,107,1,0,10,False
32,23,3,1,132,142,1,0,10,False
33,53,52,1,37,47,1,0,10,False
34,27,43,1,52,62,1,0,10,False
35,20,40,1,87,97,1,0,10,False
36,50,35,1,63,73,1,0,10,False
37,35,69,1,141,151,1,0,10,False
38,8,56,1,51,61,1,0,10,False
39,45,30,1,132,142,1,0,10,False
40,5,5,1,83,93,2,0,10,False
41,64,42,1,63,73,2,0,10,False
42,17,34,1,162,172,2,0,10,False
43,4,18,1,94,104,2,0,10,False
44,26,52,1,74,84,2,0,10,False
45,37,56,1,182,192,2,0,10,False
46,18,18,1,185,195,2,0,10,False
47,30,60,1,124,134,2,0,10,False
48,67,5,1,83,93,2,0,10,False
49,49,11,1,69,79,2,0,10,False
50,25,21,1,133,143,2,0,10,False
51,42,7,1,97,107,2,0,10,False
52,35,17,1,50,60,2,0,10,False
53,55,5,1,68,78,2,0,10,False
54,2,48,1,117,127,2,0,10,False
55,15,60,1,76,86,2,0,10,False
56,47,47,1,124,134,2,0,10,False
57,20,65,1,67,77,2,0,10,False
58,10,20,1,75,85,2,0,10,False
59,56,39,1,142,152,2,0,10,False
60,32,12,1,101,111,3,0,10,False
61,6,68,1,108,118,3,0,10,False
62,25,30,1,99,109,3,0,10,False
63,30,25,1,159,169,3,0,10,False
64,18,24,1,188,198,3,0,10,False
65,26,27,1,100,110,3,0,10,False
66,60,12,1,44,54,3,0,10,False
67,15,77,1,73,83,3,0,10,False
68,40,60,1,71,81,3,0,10,False
69,10,43,1,95,105,3,0,10,False
70,24,12,1,31,41,3,0,10,False
71,36,26,1,200,210,3,0,10,False
72,21,24,1,18,28,3,0,10,False
73,49,73,1,127,137,3,0,10,False
74,57,29,1,140,150,3,0,10,False
75,55,54,1,94,104,3,0,10,False
76,15,47,1,55,65,3,0,10,False
77,65,20,1,172,182,3,0,10,False
78,62,77,1,51,61,3,0,10,False
79,55,20,1,149,159,3,0,10,False
