customer_id,long,lat,demand,tw_start,tw_end,value,carrier_id,reservation,service_duration
0,-0.128639741,51.54561433,1,0,1000,0,0,False,0
1,-0.244934163,51.50567002,1,0,1000,0,0,False,0
2,-0.129959987,51.46052183,1,0,1000,0,0,False,0
3,0.008287248,51.46038762,1,0,1000,0,0,False,0
4,-0.107978094,51.4745593,1,0,1000,0,0,False,0
5,-0.116342876,51.52884351,1,0,1000,0,0,False,0
6,-0.245999811,51.50328101,1,0,1000,0,0,False,0
7,-0.100418299,51.53001377,1,0,1000,0,0,False,0
8,-0.153847407,51.46599963,1,0,1000,0,0,False,0
9,-0.15927141,51.42969169,1,0,1000,0,0,False,0
10,-0.107176661,51.44173607,1,0,1000,0,0,False,0
11,-0.199977381,51.51150893,1,0,1000,0,0,False,0
12,-0.204101339,51.48928674,1,0,1000,0,0,False,0
13,-0.048699344,51.52796379,1,0,1000,0,0,False,0
14,-0.245855437,51.51757094,1,0,1000,0,0,False,0
15,-0.191190303,51.54882625,1,0,1000,0,0,False,0
16,-0.231108925,51.49931356,1,0,1000,0,0,False,0
17,-0.150830812,51.44804316,1,0,1000,0,0,False,0
18,-0.047550282,51.43820834,1,0,1000,0,0,False,0
19,-0.183998268,51.43508767,1,0,1000,0,0,False,0
20,-0.151880651,51.45326697,1,0,1000,0,1,False,0
21,-0.085715837,51.54323745,1,0,1000,0,1,False,0
22,-0.195163078,51.54870617,1,0,1000,0,1,False,0
23,-0.128545959,51.5691597,1,0,1000,0,1,False,0
24,-0.158428156,51.45901648,1,0,1000,0,1,False,0
25,-0.106426364,51.5243926,1,0,1000,0,1,False,0
26,-0.126474926,51.44399136,1,0,1000,0,1,False,0
27,-0.040353316,51.5453948,1,0,1000,0,1,False,0
28,-0.165937271,51.4987417,1,0,1000,0,1,False,0
29,-0.200385171,51.51714077,1,0,1000,0,1,False,0
30,-0.065397005,51.47955869,1,0,1000,0,1,False,0
31,-0.170498312,51.46652879,1,0,1000,0,1,False,0
32,-0.12558359,51.57183051,1,0,1000,0,1,False,0
33,-0.131026251,51.42223515,1,0,1000,0,1,False,0
34,-0.083104127,51.53583416,1,0,1000,0,1,False,0
35,-0.069575837,51.4539614,1,0,1000,0,1,False,0
36,-0.065356894,51.51243413,1,0,1000,0,1,False,0
37,-0.200230432,51.51009049,1,0,1000,0,1,False,0
38,-0.193839705,51.51199663,1,0,1000,0,1,False,0
39,-0.168464135,51.47565428,1,0,1000,0,1,False,0
40,-0.189191839,51.55421072,1,0,1000,0,2,False,0
41,-0.079779758,51.55659857,1,0,1000,0,2,False,0
42,-0.237046793,51.49046816,1,0,1000,0,2,False,0
43,-0.191226401,51.51497515,1,0,1000,0,2,False,0
44,-0.110779273,51.45013679,1,0,1000,0,2,False,0
45,-0.11571333,51.52445329,1,0,1000,0,2,False,0
46,-0.088375902,51.49960386,1,0,1000,0,2,False,0
47,-0.137772063,51.5250454,1,0,1000,0,2,False,0
48,-0.117363886,51.45114504,1,0,1000,0,2,False,0
49,-0.132909624,51.41968811,1,0,1000,0,2,False,0
50,-0.184654293,51.47517354,1,0,1000,0,2,False,0
51,-0.059786496,51.49434135,1,0,1000,0,2,False,0
52,-0.223537612,51.51968359,1,0,1000,0,2,False,0
53,-0.160065625,51.4238249,1,0,1000,0,2,False,0
54,-0.189207328,51.56248576,1,0,1000,0,2,False,0
55,-0.00655796,51.45119842,1,0,1000,0,2,False,0
56,-0.057508005,51.5449856,1,0,1000,0,2,False,0
57,-0.127454641,51.44080066,1,0,1000,0,2,False,0
58,-0.043278476,51.5431194,1,0,1000,0,2,False,0
59,-0.150450518,51.52349173,1,0,1000,0,2,False,0
60,-0.109129411,51.46301467,1,0,1000,0,3,False,0
61,-0.127958808,51.4567533,1,0,1000,0,3,False,0
62,-0.032850907,51.48231358,1,0,1000,0,3,False,0
63,-0.169079663,51.46911545,1,0,1000,0,3,False,0
64,-0.111333337,51.52910015,1,0,1000,0,3,False,0
65,-0.165399455,51.51834223,1,0,1000,0,3,False,0
66,-0.19122223,51.54339095,1,0,1000,0,3,False,0
67,-0.090592751,51.52626967,1,0,1000,0,3,False,0
68,-0.170304137,51.43079246,1,0,1000,0,3,False,0
69,-0.198671072,51.50636165,1,0,1000,0,3,False,0
70,-0.049656785,51.44576697,1,0,1000,0,3,False,0
71,-0.09752755,51.53919244,1,0,1000,0,3,False,0
72,-0.038502793,51.51001769,1,0,1000,0,3,False,0
73,-0.177625565,51.47580751,1,0,1000,0,3,False,0
74,-0.213490376,51.52504527,1,0,1000,0,3,False,0
75,-0.112387129,51.47969005,1,0,1000,0,3,False,0
76,-0.230017044,51.49737057,1,0,1000,0,3,False,0
77,-0.187551434,51.5247653,1,0,1000,0,3,False,0
78,-0.126073448,51.45091934,1,0,1000,0,3,False,0
79,-0.108805615,51.48363529,1,0,1000,0,3,False,0
80,-0.06524035,51.5413717,1,0,1000,0,4,False,0
81,-0.171859672,51.45679738,1,0,1000,0,4,False,0
82,-0.164305114,51.51708132,1,0,1000,0,4,False,0
83,-0.068682071,51.53297625,1,0,1000,0,4,False,0
84,-0.227540189,51.51590757,1,0,1000,0,4,False,0
85,-0.184973766,51.52787763,1,0,1000,0,4,False,0
86,-0.211952361,51.47893619,1,0,1000,0,4,False,0
87,-0.121416253,51.51460587,1,0,1000,0,4,False,0
88,-0.15149545,51.42463088,1,0,1000,0,4,False,0
89,-0.101763442,51.48197141,1,0,1000,0,4,False,0
90,-0.045187887,51.50940941,1,0,1000,0,4,False,0
91,-0.073148366,51.49409573,1,0,1000,0,4,False,0
92,-0.08871251,51.53431741,1,0,1000,0,4,False,0
93,-0.137813318,51.4213341,1,0,1000,0,4,False,0
94,-0.146864017,51.48715685,1,0,1000,0,4,False,0
95,-0.142237306,51.45449169,1,0,1000,0,4,False,0
96,-0.114673783,51.44740038,1,0,1000,0,4,False,0
97,-0.11978251,51.56058835,1,0,1000,0,4,False,0
98,-0.070669161,51.57282446,1,0,1000,0,4,False,0
99,-0.104615633,51.48928208,1,0,1000,0,4,False,0
100,-0.068618366,51.56000957,1,0,1000,0,5,False,0
101,-0.125234115,51.48505145,1,0,1000,0,5,False,0
102,-0.114783657,51.45568634,1,0,1000,0,5,False,0
103,-0.072768609,51.53348699,1,0,1000,0,5,False,0
104,-0.16151164,51.47302929,1,0,1000,0,5,False,0
105,-0.22117605,51.46097185,1,0,1000,0,5,False,0
106,-0.095209385,51.47990738,1,0,1000,0,5,False,0
107,-0.117840668,51.54206922,1,0,1000,0,5,False,0
108,-0.130928468,51.52177187,1,0,1000,0,5,False,0
109,-0.079198671,51.48192683,1,0,1000,0,5,False,0
110,-0.032803129,51.46167741,1,0,1000,0,5,False,0
111,-0.053493687,51.45732672,1,0,1000,0,5,False,0
112,-0.129455376,51.51640932,1,0,1000,0,5,False,0
113,-0.113473819,51.45570103,1,0,1000,0,5,False,0
114,-0.069513516,51.56344535,1,0,1000,0,5,False,0
115,-0.244218794,51.45075231,1,0,1000,0,5,False,0
116,-0.164802866,51.56204789,1,0,1000,0,5,False,0
117,-0.204921156,51.47507323,1,0,1000,0,5,False,0
118,-0.09654302,51.5374457,1,0,1000,0,5,False,0
119,-0.065618444,51.51889122,1,0,1000,0,5,False,0
120,-0.200390866,51.50879999,1,0,1000,0,6,False,0
121,-0.08878204,51.5007414,1,0,1000,0,6,False,0
122,-0.171284044,51.54493178,1,0,1000,0,6,False,0
123,-0.056224698,51.51228639,1,0,1000,0,6,False,0
124,-0.118681904,51.46837151,1,0,1000,0,6,False,0
125,-0.246853817,51.51544025,1,0,1000,0,6,False,0
126,-0.054842227,51.52112043,1,0,1000,0,6,False,0
127,-0.072883274,51.4884337,1,0,1000,0,6,False,0
128,-0.080239642,51.52534185,1,0,1000,0,6,False,0
129,-0.084190216,51.46666769,1,0,1000,0,6,False,0
130,-0.110650054,51.43231624,1,0,1000,0,6,False,0
131,-0.100174655,51.53906253,1,0,1000,0,6,False,0
132,-0.189670459,51.51732449,1,0,1000,0,6,False,0
133,-0.125578285,51.47937401,1,0,1000,0,6,False,0
134,-0.235321799,51.50334446,1,0,1000,0,6,False,0
135,-0.16197184,51.55782013,1,0,1000,0,6,False,0
136,-0.132328382,51.48787827,1,0,1000,0,6,False,0
137,-0.182042368,51.45215833,1,0,1000,0,6,False,0
138,-0.151640458,51.54494035,1,0,1000,0,6,False,0
139,-0.197166915,51.54636633,1,0,1000,0,6,False,0
140,-0.01800216,51.44408758,1,0,1000,0,7,False,0
141,-0.092066473,51.49706437,1,0,1000,0,7,False,0
142,-0.221608304,51.49004032,1,0,1000,0,7,False,0
143,-0.114047846,51.56283028,1,0,1000,0,7,False,0
144,-0.012722975,51.51097865,1,0,1000,0,7,False,0
145,-0.075942805,51.47585962,1,0,1000,0,7,False,0
146,-0.101369623,51.45979518,1,0,1000,0,7,False,0
147,-0.107308828,51.54000138,1,0,1000,0,7,False,0
148,-0.130642665,51.49491617,1,0,1000,0,7,False,0
149,-0.109378682,51.47497384,1,0,1000,0,7,False,0
150,-0.117332838,51.50118089,1,0,1000,0,7,False,0
151,-0.036651938,51.46880229,1,0,1000,0,7,False,0
152,-0.087732273,51.49921576,1,0,1000,0,7,False,0
153,-0.081774943,51.45032652,1,0,1000,0,7,False,0
154,-0.031577145,51.43645129,1,0,1000,0,7,False,0
155,-0.111909834,51.425094,1,0,1000,0,7,False,0
156,-0.226635248,51.50506534,1,0,1000,0,7,False,0
157,-0.140399567,51.5612835,1,0,1000,0,7,False,0
158,-0.108512365,51.49608525,1,0,1000,0,7,False,0
159,-0.052046706,51.49059728,1,0,1000,0,7,False,0
160,-0.059961475,51.49461265,1,0,1000,0,8,False,0
161,-0.086174153,51.56708741,1,0,1000,0,8,False,0
162,-0.202846146,51.4726415,1,0,1000,0,8,False,0
163,-0.014651681,51.51800496,1,0,1000,0,8,False,0
164,-0.135318773,51.53455118,1,0,1000,0,8,False,0
165,-0.180336788,51.51214647,1,0,1000,0,8,False,0
166,-0.126824495,51.46429956,1,0,1000,0,8,False,0
167,-0.183623834,51.53688066,1,0,1000,0,8,False,0
168,-0.114707499,51.44720745,1,0,1000,0,8,False,0
169,-0.215174812,51.44646924,1,0,1000,0,8,False,0
170,-0.204694727,51.51780717,1,0,1000,0,8,False,0
171,-0.097638668,51.47122599,1,0,1000,0,8,False,0
172,-0.197401626,51.55092434,1,0,1000,0,8,False,0
173,-0.082743856,51.53610077,1,0,1000,0,8,False,0
174,-0.039506943,51.52548464,1,0,1000,0,8,False,0
175,-0.059565232,51.47346207,1,0,1000,0,8,False,0
176,-0.001588105,51.4435004,1,0,1000,0,8,False,0
177,-0.090922644,51.42841594,1,0,1000,0,8,False,0
178,-0.12232191,51.46009551,1,0,1000,0,8,False,0
179,-0.230630552,51.45555379,1,0,1000,0,8,False,0
180,-0.227434291,51.4559158,1,0,1000,0,9,False,0
181,-0.034786348,51.55059027,1,0,1000,0,9,False,0
182,-0.200802677,51.5509903,1,0,1000,0,9,False,0
183,-0.114541152,51.44475268,1,0,1000,0,9,False,0
184,-0.122371006,51.47202836,1,0,1000,0,9,False,0
185,-0.0377816,51.42730121,1,0,1000,0,9,False,0
186,-0.103225585,51.54141221,1,0,1000,0,9,False,0
187,-0.185333034,51.54024951,1,0,1000,0,9,False,0
188,-0.111553061,51.45947736,1,0,1000,0,9,False,0
189,-0.111557781,51.47804779,1,0,1000,0,9,False,0
190,-0.111303161,51.53573808,1,0,1000,0,9,False,0
191,-0.236626783,51.49805688,1,0,1000,0,9,False,0
192,-0.170106089,51.52060256,1,0,1000,0,9,False,0
193,-0.148253384,51.46902338,1,0,1000,0,9,False,0
194,-0.161779039,51.5216907,1,0,1000,0,9,False,0
195,-0.169094382,51.54323804,1,0,1000,0,9,False,0
196,-0.138059137,51.52721767,1,0,1000,0,9,False,0
197,-0.204025909,51.48232644,1,0,1000,0,9,False,0
198,-0.192110658,51.44496764,1,0,1000,0,9,False,0
199,-0.02408023,51.45636429,1,0,1000,0,9,False,0
