customer_id,long,lat,demand,tw_start,tw_end,value,carrier_id,reservation,service_duration
0,-0.189006901,51.53362111,1,0,1000,0,0,False,0
1,-0.140443266,51.52006289,1,0,1000,0,0,False,0
2,-0.145305773,51.49361127,1,0,1000,0,0,False,0
3,-0.133596709,51.48808691,1,0,1000,0,0,False,0
4,-0.209573917,51.52993373,1,0,1000,0,0,False,0
5,-0.181369063,51.49002152,1,0,1000,0,0,False,0
6,-0.039914916,51.51934047,1,0,1000,0,0,False,0
7,-0.14678008,51.55735066,1,0,1000,0,0,False,0
8,-0.220291673,51.44306822,1,0,1000,0,0,False,0
9,-0.088756112,51.4843263,1,0,1000,0,0,False,0
10,-0.101548525,51.52622553,1,0,1000,0,0,False,0
11,-0.193228679,51.54099517,1,0,1000,0,0,False,0
12,-0.132821977,51.43582593,1,0,1000,0,0,False,0
13,-0.030303015,51.53332526,1,0,1000,0,0,False,0
14,-0.12537252,51.46868441,1,0,1000,0,0,False,0
15,-0.033781142,51.55442115,1,0,1000,0,0,False,0
16,-0.056962173,51.56699485,1,0,1000,0,0,False,0
17,-0.056043677,51.5239472,1,0,1000,0,0,False,0
18,-0.048591255,51.47912017,1,0,1000,0,0,False,0
19,-0.191437479,51.52559202,1,0,1000,0,0,False,0
20,-0.205902777,51.43972941,1,0,1000,0,1,False,0
21,-0.111376919,51.42362868,1,0,1000,0,1,False,0
22,-0.107406466,51.42526187,1,0,1000,0,1,False,0
23,-0.173999517,51.53505115,1,0,1000,0,1,False,0
24,-0.156808415,51.53893592,1,0,1000,0,1,False,0
25,-0.131453869,51.42344032,1,0,1000,0,1,False,0
26,-0.115218077,51.44538704,1,0,1000,0,1,False,0
27,-0.150605434,51.54561388,1,0,1000,0,1,False,0
28,-0.176097932,51.54117202,1,0,1000,0,1,False,0
29,-0.100381058,51.48569712,1,0,1000,0,1,False,0
30,-0.053954969,51.53314316,1,0,1000,0,1,False,0
31,-0.213070886,51.47669846,1,0,1000,0,1,False,0
32,-0.061976174,51.55091466,1,0,1000,0,1,False,0
33,-0.112214429,51.50675727,1,0,1000,0,1,False,0
34,-0.059848926,51.48869542,1,0,1000,0,1,False,0
35,-0.065840215,51.51901409,1,0,1000,0,1,False,0
36,-0.092066473,51.49706437,1,0,1000,0,1,False,0
37,-0.05555414,51.44871629,1,0,1000,0,1,False,0
38,-0.1354611,51.5649724,1,0,1000,0,1,False,0
39,-0.124413188,51.51448107,1,0,1000,0,1,False,0
40,-0.041768092,51.49210966,1,0,1000,0,2,False,0
41,-0.178791348,51.42894725,1,0,1000,0,2,False,0
42,-0.155252467,51.47364114,1,0,1000,0,2,False,0
43,-0.016529716,51.46251155,1,0,1000,0,2,False,0
44,-0.083204788,51.47567676,1,0,1000,0,2,False,0
45,-0.055720511,51.46528645,1,0,1000,0,2,False,0
46,-0.176129423,51.52017893,1,0,1000,0,2,False,0
47,-0.106942777,51.45586573,1,0,1000,0,2,False,0
48,-0.216893968,51.50431089,1,0,1000,0,2,False,0
49,-0.129781827,51.57326043,1,0,1000,0,2,False,0
50,-0.110885969,51.53146537,1,0,1000,0,2,False,0
51,-0.145759616,51.45154367,1,0,1000,0,2,False,0
52,-0.22381516,51.43942118,1,0,1000,0,2,False,0
53,-0.196927419,51.48440682,1,0,1000,0,2,False,0
54,-0.126544309,51.4687484,1,0,1000,0,2,False,0
55,-0.06325527,51.54523019,1,0,1000,0,2,False,0
56,-0.189207328,51.56248576,1,0,1000,0,2,False,0
57,-0.006573781,51.50661584,1,0,1000,0,2,False,0
58,-0.193918668,51.5095232,1,0,1000,0,2,False,0
59,-0.09095003,51.44504505,1,0,1000,0,2,False,0
60,-0.140438789,51.53419633,1,0,1000,0,3,False,0
61,-0.026611764,51.51838728,1,0,1000,0,3,False,0
62,-0.154198504,51.43278087,1,0,1000,0,3,False,0
63,-0.105989396,51.48941122,1,0,1000,0,3,False,0
64,-0.157047799,51.5027131,1,0,1000,0,3,False,0
65,-0.224241214,51.46306717,1,0,1000,0,3,False,0
66,-0.182550514,51.49378905,1,0,1000,0,3,False,0
67,-0.0666551,51.52835401,1,0,1000,0,3,False,0
68,-0.178008224,51.46990629,1,0,1000,0,3,False,0
69,-0.124067042,51.46827574,1,0,1000,0,3,False,0
70,-0.18357364,51.54602567,1,0,1000,0,3,False,0
71,-0.030898865,51.47059121,1,0,1000,0,3,False,0
72,-0.182898829,51.52883273,1,0,1000,0,3,False,0
73,-0.121327918,51.49183512,1,0,1000,0,3,False,0
74,-0.160578085,51.52457821,1,0,1000,0,3,False,0
75,-0.08878204,51.5007414,1,0,1000,0,3,False,0
76,-0.167833884,51.53357859,1,0,1000,0,3,False,0
77,-0.127674468,51.47908398,1,0,1000,0,3,False,0
78,-0.065380345,51.4472176,1,0,1000,0,3,False,0
79,-0.191272519,51.48874738,1,0,1000,0,3,False,0
80,-0.161416667,51.48782234,1,0,1000,0,4,False,0
81,-0.164701184,51.42702072,1,0,1000,0,4,False,0
82,-0.175743476,51.49543285,1,0,1000,0,4,False,0
83,-0.246549545,51.50403032,1,0,1000,0,4,False,0
84,-0.094309565,51.56242671,1,0,1000,0,4,False,0
85,-0.152361239,51.51709328,1,0,1000,0,4,False,0
86,-0.038375897,51.55106887,1,0,1000,0,4,False,0
87,-0.090278986,51.48358724,1,0,1000,0,4,False,0
88,-0.122327555,51.4811436,1,0,1000,0,4,False,0
89,-0.074708373,51.56255825,1,0,1000,0,4,False,0
90,-0.075943565,51.5523212,1,0,1000,0,4,False,0
91,-0.035967952,51.45900843,1,0,1000,0,4,False,0
92,-0.100510458,51.54017074,1,0,1000,0,4,False,0
93,-0.012260193,51.4259288,1,0,1000,0,4,False,0
94,-0.034122815,51.4517154,1,0,1000,0,4,False,0
95,-0.129146999,51.549125,1,0,1000,0,4,False,0
96,-0.205239673,51.4927895,1,0,1000,0,4,False,0
97,-0.109384972,51.43318223,1,0,1000,0,4,False,0
98,-0.040730884,51.46321176,1,0,1000,0,4,False,0
99,-0.205115792,51.48161377,1,0,1000,0,4,False,0
100,-0.014936831,51.44860959,1,0,1000,0,5,False,0
101,-0.018406912,51.46797154,1,0,1000,0,5,False,0
102,-0.009416349,51.45768132,1,0,1000,0,5,False,0
103,-0.117248901,51.54626606,1,0,1000,0,5,False,0
104,-0.181041508,51.44027902,1,0,1000,0,5,False,0
105,-0.13015605,51.43568876,1,0,1000,0,5,False,0
106,-0.096231438,51.47350767,1,0,1000,0,5,False,0
107,-0.025008601,51.52563639,1,0,1000,0,5,False,0
108,-0.062278014,51.56899008,1,0,1000,0,5,False,0
109,-0.062875462,51.55320719,1,0,1000,0,5,False,0
110,-0.224615052,51.46642361,1,0,1000,0,5,False,0
111,-0.021864378,51.44785206,1,0,1000,0,5,False,0
112,-0.225797699,51.48849506,1,0,1000,0,5,False,0
113,-0.143602219,51.46576604,1,0,1000,0,5,False,0
114,-0.066444697,51.47357056,1,0,1000,0,5,False,0
115,-0.137757857,51.51987426,1,0,1000,0,5,False,0
116,-0.245788194,51.43999408,1,0,1000,0,5,False,0
117,8.51e-05,51.51360052,1,0,1000,0,5,False,0
118,-0.086697352,51.55274903,1,0,1000,0,5,False,0
119,-0.18464263,51.48397676,1,0,1000,0,5,False,0
120,-0.144400556,51.41446077,1,0,1000,0,6,False,0
121,-0.209190814,51.48783535,1,0,1000,0,6,False,0
122,0.008711917,51.45647643,1,0,1000,0,6,False,0
123,-0.089869706,51.46065781,1,0,1000,0,6,False,0
124,-0.147747621,51.482138,1,0,1000,0,6,False,0
125,-0.158775137,51.54112787,1,0,1000,0,6,False,0
126,-0.061645501,51.54544938,1,0,1000,0,6,False,0
127,-0.043534807,51.43800774,1,0,1000,0,6,False,0
128,-0.142898822,51.49087486,1,0,1000,0,6,False,0
129,-0.080405119,51.50066395,1,0,1000,0,6,False,0
130,-0.091614956,51.5243294,1,0,1000,0,6,False,0
131,-0.045641399,51.53844204,1,0,1000,0,6,False,0
132,-0.110167355,51.53544364,1,0,1000,0,6,False,0
133,-0.229118979,51.4990372,1,0,1000,0,6,False,0
134,-0.156743849,51.46311984,1,0,1000,0,6,False,0
135,-0.139117969,51.43309305,1,0,1000,0,6,False,0
136,-0.168464135,51.47565428,1,0,1000,0,6,False,0
137,-0.062031935,51.51852074,1,0,1000,0,6,False,0
138,-0.181133577,51.51361744,1,0,1000,0,6,False,0
139,-0.091354257,51.47965044,1,0,1000,0,6,False,0
140,-0.222802639,51.48630082,1,0,1000,0,7,False,0
141,-0.229757376,51.5011215,1,0,1000,0,7,False,0
142,-0.091257601,51.47936508,1,0,1000,0,7,False,0
143,-0.188901923,51.51650263,1,0,1000,0,7,False,0
144,-0.143315686,51.48903766,1,0,1000,0,7,False,0
145,-0.057317143,51.53587449,1,0,1000,0,7,False,0
146,-0.106912484,51.54141007,1,0,1000,0,7,False,0
147,-0.0128754,51.52596208,1,0,1000,0,7,False,0
148,-0.131581738,51.5509546,1,0,1000,0,7,False,0
149,-0.072802278,51.46065832,1,0,1000,0,7,False,0
150,-0.13168303,51.46965483,1,0,1000,0,7,False,0
151,-0.196164828,51.49432639,1,0,1000,0,7,False,0
152,-0.19032973,51.49644416,1,0,1000,0,7,False,0
153,-0.141847848,51.54537954,1,0,1000,0,7,False,0
154,-0.021584876,51.51114508,1,0,1000,0,7,False,0
155,-0.052266438,51.53202109,1,0,1000,0,7,False,0
