customer_id,long,lat,demand,tw_start,tw_end,value,carrier_id,reservation,service_duration
0,-0.162106334,51.49042901,1,0,1000,0,0,False,0
1,-0.195860032,51.44179028,1,0,1000,0,0,False,0
2,-0.072277286,51.49982506,1,0,1000,0,0,False,0
3,-0.065509706,51.55330454,1,0,1000,0,0,False,0
4,-0.209055792,51.46274287,1,0,1000,0,0,False,0
5,-0.115613636,51.55618007,1,0,1000,0,0,False,0
6,-0.158691236,51.43148961,1,0,1000,0,0,False,0
7,-0.198279662,51.51844197,1,0,1000,0,0,False,0
8,-0.155506518,51.57073935,1,0,1000,0,0,False,0
9,-0.121475443,51.51442025,1,0,1000,0,0,False,0
10,-0.019979722,51.52577867,1,0,1000,0,0,False,0
11,-0.047738389,51.53890042,1,0,1000,0,0,False,0
12,-0.1282609,51.55332247,1,0,1000,0,0,False,0
13,-0.059457344,51.52624601,1,0,1000,0,0,False,0
14,-0.049171795,51.53629817,1,0,1000,0,0,False,0
15,-0.089973521,51.5287375,1,0,1000,0,0,False,0
16,-0.202722458,51.44398851,1,0,1000,0,0,False,0
17,-0.140438789,51.53419633,1,0,1000,0,0,False,0
18,-0.165588406,51.46386828,1,0,1000,0,0,False,0
19,-0.087538914,51.46484411,1,0,1000,0,0,False,0
20,-0.200844403,51.48551197,1,0,1000,0,1,False,0
21,0.015094672,51.44528434,1,0,1000,0,1,False,0
22,-0.165686618,51.52629458,1,0,1000,0,1,False,0
23,-0.117581193,51.55631293,1,0,1000,0,1,False,0
24,-0.0908171,51.43809856,1,0,1000,0,1,False,0
25,-0.091459491,51.53107201,1,0,1000,0,1,False,0
26,-0.068240727,51.5641495,1,0,1000,0,1,False,0
27,-0.212711781,51.52452429,1,0,1000,0,1,False,0
28,-0.192740303,51.49906331,1,0,1000,0,1,False,0
29,-0.184414563,51.51686837,1,0,1000,0,1,False,0
30,-0.051782671,51.50199983,1,0,1000,0,1,False,0
31,-0.099686193,51.46340039,1,0,1000,0,1,False,0
32,-0.05193193,51.47807398,1,0,1000,0,1,False,0
33,0.004207828,51.42479618,1,0,1000,0,1,False,0
34,-0.090113143,51.49529885,1,0,1000,0,1,False,0
35,-0.014135621,51.51903681,1,0,1000,0,1,False,0
36,-0.12161177,51.42495687,1,0,1000,0,1,False,0
37,-0.095151208,51.48805126,1,0,1000,0,1,False,0
38,-0.11205839,51.56161786,1,0,1000,0,1,False,0
39,-0.04098098,51.45874466,1,0,1000,0,1,False,0
40,-0.208364119,51.49306662,1,0,1000,0,2,False,0
41,-0.108640707,51.50285667,1,0,1000,0,2,False,0
42,-0.17692507,51.53145443,1,0,1000,0,2,False,0
43,-0.045043769,51.53150021,1,0,1000,0,2,False,0
44,-0.106912484,51.54141007,1,0,1000,0,2,False,0
45,-0.212294995,51.4434819,1,0,1000,0,2,False,0
46,-0.191272519,51.48874738,1,0,1000,0,2,False,0
47,0.000493572,51.45635148,1,0,1000,0,2,False,0
48,-0.081237983,51.43152308,1,0,1000,0,2,False,0
49,-0.102701264,51.50092264,1,0,1000,0,2,False,0
50,-0.071709204,51.55582356,1,0,1000,0,2,False,0
51,-0.05167312,51.53214734,1,0,1000,0,2,False,0
52,-0.040602072,51.55672323,1,0,1000,0,2,False,0
53,-0.034479016,51.46012392,1,0,1000,0,2,False,0
54,-0.048253787,51.51469884,1,0,1000,0,2,False,0
55,-0.069098566,51.51770445,1,0,1000,0,2,False,0
56,-0.007348198,51.45174454,1,0,1000,0,2,False,0
57,-0.108509338,51.45958859,1,0,1000,0,2,False,0
58,-0.171921407,51.54906679,1,0,1000,0,2,False,0
59,-0.190231807,51.44862485,1,0,1000,0,2,False,0
60,-0.004933923,51.45335754,1,0,1000,0,3,False,0
61,-0.150458968,51.51644625,1,0,1000,0,3,False,0
62,-0.170692701,51.42426732,1,0,1000,0,3,False,0
63,-0.021371166,51.4911523,1,0,1000,0,3,False,0
64,-0.103335989,51.54498686,1,0,1000,0,3,False,0
65,-0.029847961,51.51067716,1,0,1000,0,3,False,0
66,-0.092295267,51.43038925,1,0,1000,0,3,False,0
67,-0.024532484,51.52369705,1,0,1000,0,3,False,0
68,-0.124409215,51.54924979,1,0,1000,0,3,False,0
69,-0.105036966,51.52720923,1,0,1000,0,3,False,0
70,-0.183282199,51.4407316,1,0,1000,0,3,False,0
71,-0.103751719,51.48944239,1,0,1000,0,3,False,0
72,-0.23287121,51.50220791,1,0,1000,0,3,False,0
73,-0.065521234,51.47080188,1,0,1000,0,3,False,0
74,-0.155690727,51.42636723,1,0,1000,0,3,False,0
75,-0.131499681,51.55567044,1,0,1000,0,3,False,0
76,-0.115523827,51.45665571,1,0,1000,0,3,False,0
77,-0.134491221,51.47855616,1,0,1000,0,3,False,0
78,-0.188635647,51.53768024,1,0,1000,0,3,False,0
79,-0.155248831,51.46616177,1,0,1000,0,3,False,0
80,-0.079384245,51.46992592,1,0,1000,0,4,False,0
81,-0.078466278,51.5744416,1,0,1000,0,4,False,0
82,-0.134959882,51.55924062,1,0,1000,0,4,False,0
83,-0.167627567,51.51784342,1,0,1000,0,4,False,0
84,-0.058857017,51.45464633,1,0,1000,0,4,False,0
85,-0.143415702,51.48954238,1,0,1000,0,4,False,0
86,-0.016175623,51.51651295,1,0,1000,0,4,False,0
87,-0.190464427,51.47988056,1,0,1000,0,4,False,0
88,-0.039913024,51.4333915,1,0,1000,0,4,False,0
89,-0.195605058,51.54130996,1,0,1000,0,4,False,0
90,-0.131697639,51.5574888,1,0,1000,0,4,False,0
91,-0.246317364,51.50359931,1,0,1000,0,4,False,0
92,-0.169101403,51.47219694,1,0,1000,0,4,False,0
93,-0.063745526,51.45299679,1,0,1000,0,4,False,0
94,-0.118420416,51.5582864,1,0,1000,0,4,False,0
95,-0.193902178,51.51442253,1,0,1000,0,4,False,0
96,-0.204460582,51.45820389,1,0,1000,0,4,False,0
97,-0.193216301,51.49639263,1,0,1000,0,4,False,0
98,-0.042883964,51.50119754,1,0,1000,0,4,False,0
99,-0.131297135,51.49661348,1,0,1000,0,4,False,0
100,-0.098670689,51.5543426,1,0,1000,0,5,False,0
101,-0.071226258,51.4679374,1,0,1000,0,5,False,0
102,-0.128639741,51.54561433,1,0,1000,0,5,False,0
103,-0.054834593,51.44554525,1,0,1000,0,5,False,0
104,-0.099903718,51.530981,1,0,1000,0,5,False,0
105,-0.111924227,51.46858146,1,0,1000,0,5,False,0
106,-0.219803747,51.51952297,1,0,1000,0,5,False,0
107,-0.128333776,51.54328836,1,0,1000,0,5,False,0
108,-0.014320716,51.52762775,1,0,1000,0,5,False,0
109,-0.023502369,51.42605537,1,0,1000,0,5,False,0
110,-0.04325478,51.49996426,1,0,1000,0,5,False,0
111,-0.19479975,51.503835,1,0,1000,0,5,False,0
112,-0.139441037,51.44994757,1,0,1000,0,5,False,0
113,-0.137626834,51.48978627,1,0,1000,0,5,False,0
114,-0.152789077,51.43515551,1,0,1000,0,5,False,0
115,-0.214304356,51.47918809,1,0,1000,0,5,False,0
116,-0.120709906,51.45651103,1,0,1000,0,5,False,0
117,-0.164762641,51.51816645,1,0,1000,0,5,False,0
118,-0.069522428,51.48109662,1,0,1000,0,5,False,0
119,-0.174155967,51.45284459,1,0,1000,0,5,False,0
120,-0.14910495,51.44473574,1,0,1000,0,6,False,0
121,-0.043800791,51.45881128,1,0,1000,0,6,False,0
122,-0.101048886,51.51993749,1,0,1000,0,6,False,0
123,-0.083863806,51.49744185,1,0,1000,0,6,False,0
124,-0.0993188,51.49001485,1,0,1000,0,6,False,0
125,-0.076227279,51.42986493,1,0,1000,0,6,False,0
126,-0.020816481,51.46153759,1,0,1000,0,6,False,0
127,-0.175480405,51.42853304,1,0,1000,0,6,False,0
128,-0.018841238,51.51910117,1,0,1000,0,6,False,0
129,-0.008928823,51.46546758,1,0,1000,0,6,False,0
130,-0.080347978,51.48089263,1,0,1000,0,6,False,0
131,-0.15145184,51.45068548,1,0,1000,0,6,False,0
132,-0.188043139,51.48539719,1,0,1000,0,6,False,0
133,-0.19559412,51.55104853,1,0,1000,0,6,False,0
134,-0.175459594,51.55856691,1,0,1000,0,6,False,0
135,-0.111067386,51.56673601,1,0,1000,0,6,False,0
136,-0.099570449,51.55612324,1,0,1000,0,6,False,0
137,-0.109199966,51.42997804,1,0,1000,0,6,False,0
138,-0.185130661,51.55875139,1,0,1000,0,6,False,0
139,-0.156269075,51.54964036,1,0,1000,0,6,False,0
140,-0.107176661,51.44173607,1,0,1000,0,7,False,0
